139	268	2.2055
139	282	2.2677
139	331	1.3053
139	363	1.6145
139	449	1.3104
139	453	4.6688
139	461	0.9246
139	549	1.0326
139	558	0.2278
139	602	0.7958
139	621	2.4101
139	642	2.8578
139	725	1.7749
139	807	1.5982
139	841	1.8931
139	983	2.7728
139	1038	2.434
139	1165	0.5975
139	1287	1.2815
139	1414	1.2
139	1498	0.3654
139	1505	2.5943
139	1520	1.8993
139	1596	5.2959
139	1615	4.045
139	1684	7.706
139	1710	0.675
139	1788	4.4002
139	1801	1.2305
139	1808	1.5921
139	1826	2.9623
139	1889	2.0146
139	1993	3.3832
139	2057	0.572
139	2092	1.9572
139	2100	1.3803
139	2113	4.0371
139	2116	3.3099
139	2362	1.0895
139	2407	2.5711
139	2412	4.8928
139	2413	1.982
139	2419	28.4864
139	2427	2.7204
139	2432	2.3952
139	2456	1.9773
139	2539	1.2763
139	2734	2.6886
139	2812	4.2031
139	2818	5.6119
139	2901	0.9961
268	282	1.3077
268	331	0.1341
268	363	2.7121
268	449	3.1936
268	453	28.0707
268	461	0.1988
268	549	0.7421
268	558	0.8203
268	602	0.4349
268	621	3.3095
268	642	1.8795
268	725	3.4496
268	807	0.5993
268	983	2.1111
268	1038	2.0881
268	1165	0.5768
268	1287	0.0312
268	1414	2.3387
268	1498	0.7653
268	1505	5.1668
268	1520	1.8832
268	1596	2.1084
268	1615	4.7406
268	1684	5.014
268	1710	0.2312
268	1788	11.3139
268	1801	0.2586
268	1808	1.01
268	1826	5.925
268	1889	1.1852
268	1993	0.7154
268	2057	0.2468
268	2092	1.3041
268	2100	4.7126
268	2113	7.4165
268	2116	2.8855
268	2362	1.0219
268	2407	2.2215
268	2412	4.1322
268	2413	0.7633
268	2419	9.0407
268	2427	1.6294
268	2432	0.1002
268	2456	0.9264
268	2539	0.5709
268	2734	0.734
268	2812	0.6937
268	2818	2.9997
268	2901	0.386
282	331	1.5203
282	363	1.8326
282	449	1.6915
282	453	5.7122
282	461	0.8466
282	549	0.5671
282	558	2.1598
282	602	0.4015
282	621	6.4958
282	642	4.2858
282	725	2.6065
282	807	1.9452
282	841	1.3554
282	983	2.0163
282	1038	1.7921
282	1165	0.7605
282	1287	0.8341
282	1414	1.4515
282	1498	5.4408
282	1505	1.1129
282	1520	1.5527
282	1596	2.9434
282	1615	3.8315
282	1684	7.7958
282	1710	0.7811
282	1788	23.6852
282	1801	0.6019
282	1808	0.259
282	1826	0.8315
282	1889	2.0122
282	1993	2.2884
282	2057	1.5421
282	2092	1.1666
282	2100	2.0659
282	2113	2.6434
282	2116	1.1658
282	2362	1.2797
282	2407	1.9975
282	2412	2.1998
282	2413	2.6364
282	2419	10.2993
282	2427	1.8348
282	2432	0.3252
282	2456	0.939
282	2539	1.5094
282	2734	0.9802
282	2812	3.0206
282	2818	2.7433
282	2901	2.0447
331	363	1.1767
331	449	0.7714
331	453	1.4784
331	461	1.0101
331	549	0.9915
331	558	1.4363
331	602	2.0469
331	621	3.0897
331	642	2.6659
331	725	0.921
331	807	1.21
331	841	2.5117
331	983	1.9203
331	1038	1.0318
331	1165	0.2925
331	1287	1.0416
331	1414	0.1991
331	1498	0.3636
331	1505	0.7828
331	1520	1.0421
331	1596	2.6097
331	1615	4.2552
331	1684	5.8069
331	1710	0.837
331	1788	8.8743
331	1801	0.9553
331	1808	0.1903
331	1826	0.2692
331	1889	0.7477
331	1993	2.6745
331	2057	1.9168
331	2092	1.545
331	2100	0.2302
331	2113	1.691
331	2116	0.5799
331	2362	1.1735
331	2407	0.3324
331	2412	3.4079
331	2413	0.7729
331	2419	5.1913
331	2427	0.9676
331	2432	0.8132
331	2456	1.4389
331	2539	5.5029
331	2734	0.1833
331	2812	13.7731
331	2818	1.0355
331	2901	0.7051
363	449	0.9545
363	453	6.6083
363	461	0.8884
363	549	0.8002
363	558	0.8045
363	602	0.0672
363	621	3.651
363	642	1.5468
363	725	1.3535
363	807	1.3362
363	841	1.2081
363	983	2.0071
363	1038	2.9071
363	1165	0.515
363	1287	1.4854
363	1414	0.9304
363	1498	3.4535
363	1505	1.9839
363	1520	1.2624
363	1596	5.6911
363	1615	2.1828
363	1684	7.9588
363	1710	0.9029
363	1788	5.6718
363	1801	1.5757
363	1808	0.8451
363	1826	1.0133
363	1889	1.8542
363	1993	7.5139
363	2057	0.5194
363	2092	2.0955
363	2100	1.0919
363	2113	3.5056
363	2116	1.1795
363	2362	0.9399
363	2407	2.509
363	2412	4.2619
363	2413	3.1319
363	2419	13.0691
363	2427	2.9888
363	2432	1.068
363	2456	7.217
363	2539	0.8373
363	2734	0.125
363	2812	4.616
363	2818	3.3417
363	2901	1.1047
449	453	18.8732
449	461	3.4883
449	549	5.376
449	558	1.4245
449	602	3.9601
449	621	3.8156
449	642	0.9563
449	725	8.5609
449	807	1.1937
449	841	0.4545
449	983	1.5663
449	1038	1.7799
449	1165	5.6123
449	1287	0.4491
449	1414	4.7862
449	1498	0.5502
449	1505	3.3397
449	1520	6.5601
449	1596	1.2609
449	1615	2.245
449	1684	3.4466
449	1710	4.3374
449	1788	7.6942
449	1801	0.686
449	1808	1.3266
449	1826	3.1388
449	1889	0.6516
449	1993	1.1159
449	2057	4.5226
449	2092	18.3792
449	2100	9.9867
449	2113	14.5708
449	2116	3.7829
449	2362	5.5314
449	2407	1.8716
449	2412	2.3866
449	2413	1.3303
449	2419	5.6038
449	2427	1.2714
449	2432	1.143
449	2456	1.3306
449	2539	5.8191
449	2734	0.3261
449	2812	5.5819
449	2818	2.6458
449	2901	3.1077
453	461	5.8893
453	549	5.5611
453	558	4.0783
453	602	6.0216
453	621	11.4455
453	642	6.1366
453	725	20.6122
453	807	3.1744
453	841	1.3804
453	983	6.4
453	1038	3.9694
453	1165	5.9003
453	1287	0.9447
453	1414	11.1395
453	1498	2.6359
453	1505	11.8092
453	1520	11.1728
453	1596	6.4638
453	1615	10.3555
453	1684	18.8515
453	1710	4.075
453	1788	29.003
453	1801	1.4666
453	1808	2.0904
453	1826	7.2787
453	1889	4.4089
453	1993	4.024
453	2057	3.0605
453	2092	16.9246
453	2100	15.5006
453	2113	26.677
453	2116	7.555
453	2362	5.6531
453	2407	4.9117
453	2412	10.2652
453	2413	3.6524
453	2419	24.7291
453	2427	4.4521
453	2432	3.9701
453	2456	4.498
453	2539	6.0427
453	2734	1.3287
453	2812	5.4478
453	2818	6.3613
453	2901	5.0683
461	549	2.3438
461	558	1.6707
461	602	7.4366
461	621	2.4113
461	642	1.0168
461	725	2.421
461	807	1.047
461	841	1.6376
461	983	0.7091
461	1038	1.1391
461	1165	1.7255
461	1287	0.7261
461	1414	1.6778
461	1498	0.9402
